word,lemma,part_of_speech,cefr,english,tense,person
sviluppavano,sviluppare,verb_form,A2,to develop,imperfect,loro
sviluppato,sviluppare,verb_form,A2,to develop,past_participle,
sviluppando,sviluppare,verb_form,A2,to develop,gerund,
svilupperò,sviluppare,verb_form,A2,to develop,future,io
svilupperai,sviluppare,verb_form,A2,to develop,future,tu
svilupperà,sviluppare,verb_form,A2,to develop,future,lui/lei
svilupperemo,sviluppare,verb_form,A2,to develop,future,noi
svilupperete,sviluppare,verb_form,A2,to develop,future,voi
svilupperanno,sviluppare,verb_form,A2,to develop,future,loro
svilupperei,sviluppare,verb_form,A2,to develop,conditional,io
svilupperesti,sviluppare,verb_form,A2,to develop,conditional,tu
svilupperebbe,sviluppare,verb_form,A2,to develop,conditional,lui/lei
svilupperemmo,sviluppare,verb_form,A2,to develop,conditional,noi
sviluppereste,sviluppare,verb_form,A2,to develop,conditional,voi
svilupperebbero,sviluppare,verb_form,A2,to develop,conditional,loro
progettare,progettare,verb_form,A2,to design,infinitive,
progetto,progettare,verb_form,A2,to design,present,io
progetti,progettare,verb_form,A2,to design,present,tu
progetta,progettare,verb_form,A2,to design,present,lui/lei
progettiamo,progettare,verb_form,A2,to design,present,noi
progettate,progettare,verb_form,A2,to design,present,voi
progettano,progettare,verb_form,A2,to design,present,loro
progettavo,progettare,verb_form,A2,to design,imperfect,io
progettavi,progettare,verb_form,A2,to design,imperfect,tu
progettava,progettare,verb_form,A2,to design,imperfect,lui/lei
progettavamo,progettare,verb_form,A2,to design,imperfect,noi
progettavate,progettare,verb_form,A2,to design,imperfect,voi
progettavano,progettare,verb_form,A2,to design,imperfect,loro
progettato,progettare,verb_form,A2,to design,past_participle,
progettando,progettare,verb_form,A2,to design,gerund,
progetterò,progettare,verb_form,A2,to design,future,io
progetterai,progettare,verb_form,A2,to design,future,tu
progetterà,progettare,verb_form,A2,to design,future,lui/lei
progetteremo,progettare,verb_form,A2,to design,future,noi
progetterete,progettare,verb_form,A2,to design,future,voi
progetteranno,progettare,verb_form,A2,to design,future,loro
progetterei,progettare,verb_form,A2,to design,conditional,io
progetteresti,progettare,verb_form,A2,to design,conditional,tu
progetterebbe,progettare,verb_form,A2,to design,conditional,lui/lei
progetteremmo,progettare,verb_form,A2,to design,conditional,noi
progettereste,progettare,verb_form,A2,to design,conditional,voi
progetterebbero,progettare,verb_form,A2,to design,conditional,loro
programmare,programmare,verb_form,A2,to program,infinitive,
programmo,programmare,verb_form,A2,to program,present,io
programmi,programmare,verb_form,A2,to program,present,tu
programma,programmare,verb_form,A2,to program,present,lui/lei
programmiamo,programmare,verb_form,A2,to program,present,noi
programmate,programmare,verb_form,A2,to program,present,voi
programmano,programmare,verb_form,A2,to program,present,loro
programmavo,programmare,verb_form,A2,to program,imperfect,io
programmavi,programmare,verb_form,A2,to program,imperfect,tu
programmava,programmare,verb_form,A2,to program,imperfect,lui/lei
programmavamo,programmare,verb_form,A2,to program,imperfect,noi
programmavate,programmare,verb_form,A2,to program,imperfect,voi
programmavano,programmare,verb_form,A2,to program,imperfect,loro
programmato,programmare,verb_form,A2,to program,past_participle,
programmando,programmare,verb_form,A2,to program,gerund,
programmerò,programmare,verb_form,A2,to program,future,io
programmerai,programmare,verb_form,A2,to program,future,tu
programmerà,programmare,verb_form,A2,to program,future,lui/lei
programmeremo,programmare,verb_form,A2,to program,future,noi
programmerete,programmare,verb_form,A2,to program,future,voi
programmeranno,programmare,verb_form,A2,to program,future,loro
programmerei,programmare,verb_form,A2,to program,conditional,io
programmeresti,programmare,verb_form,A2,to program,conditional,tu
programmerebbe,programmare,verb_form,A2,to program,conditional,lui/lei
programmeremmo,programmare,verb_form,A2,to program,conditional,noi
programmereste,programmare,verb_form,A2,to program,conditional,voi
programmerebbero,programmare,verb_form,A2,to program,conditional,loro
testare,testare,verb_form,A2,to test,infinitive,
testo,testare,verb_form,A2,to test,present,io
testi,testare,verb_form,A2,to test,present,tu
testa,testare,verb_form,A2,to test,present,lui/lei
testiamo,testare,verb_form,A2,to test,present,noi
testate,testare,verb_form,A2,to test,present,voi
testano,testare,verb_form,A2,to test,present,loro
testavo,testare,verb_form,A2,to test,imperfect,io
testavi,testare,verb_form,A2,to test,imperfect,tu
testava,testare,verb_form,A2,to test,imperfect,lui/lei
testavamo,testare,verb_form,A2,to test,imperfect,noi
testavate,testare,verb_form,A2,to test,imperfect,voi
testavano,testare,verb_form,A2,to test,imperfect,loro
testato,testare,verb_form,A2,to test,past_participle,
testando,testare,verb_form,A2,to test,gerund,
testerò,testare,verb_form,A2,to test,future,io
testerai,testare,verb_form,A2,to test,future,tu
testerà,testare,verb_form,A2,to test,future,lui/lei
testeremo,testare,verb_form,A2,to test,future,noi
testerete,testare,verb_form,A2,to test,future,voi
testeranno,testare,verb_form,A2,to test,future,loro
testerei,testare,verb_form,A2,to test,conditional,io
testeresti,testare,verb_form,A2,to test,conditional,tu
testerebbe,testare,verb_form,A2,to test,conditional,lui/lei
testeremmo,testare,verb_form,A2,to test,conditional,noi
testereste,testare,verb_form,A2,to test,conditional,voi
testerebbero,testare,verb_form,A2,to test,conditional,loro
eseguire,eseguire,verb_form,A2,to execute / to run,infinitive,
eseguo,eseguire,verb_form,A2,to execute / to run,present,io
esegui,eseguire,verb_form,A2,to execute / to run,present,tu
esegue,eseguire,verb_form,A2,to execute / to run,present,lui/lei
eseguiamo,eseguire,verb_form,A2,to execute / to run,present,noi
eseguite,eseguire,verb_form,A2,to execute / to run,present,voi
eseguono,eseguire,verb_form,A2,to execute / to run,present,loro
eseguivo,eseguire,verb_form,A2,to execute / to run,imperfect,io
eseguivi,eseguire,verb_form,A2,to execute / to run,imperfect,tu
eseguiva,eseguire,verb_form,A2,to execute / to run,imperfect,lui/lei
eseguivamo,eseguire,verb_form,A2,to execute / to run,imperfect,noi
eseguivate,eseguire,verb_form,A2,to execute / to run,imperfect,voi
eseguivano,eseguire,verb_form,A2,to execute / to run,imperfect,loro
eseguito,eseguire,verb_form,A2,to execute / to run,past_participle,
eseguendo,eseguire,verb_form,A2,to execute / to run,gerund,
eseguirò,eseguire,verb_form,A2,to execute / to run,future,io
eseguirai,eseguire,verb_form,A2,to execute / to run,future,tu
eseguirà,eseguire,verb_form,A2,to execute / to run,future,lui/lei
eseguiremo,eseguire,verb_form,A2,to execute / to run,future,noi
eseguirete,eseguire,verb_form,A2,to execute / to run,future,voi
eseguiranno,eseguire,verb_form,A2,to execute / to run,future,loro
eseguirei,eseguire,verb_form,A2,to execute / to run,conditional,io
eseguiresti,eseguire,verb_form,A2,to execute / to run,conditional,tu
eseguirebbe,eseguire,verb_form,A2,to execute / to run,conditional,lui/lei
eseguiremmo,eseguire,verb_form,A2,to execute / to run,conditional,noi
eseguireste,eseguire,verb_form,A2,to execute / to run,conditional,voi
eseguirebbero,eseguire,verb_form,A2,to execute / to run,conditional,loro
misurare,misurare,verb_form,A2,to measure,infinitive,
misuro,misurare,verb_form,A2,to measure,present,io
misuri,misurare,verb_form,A2,to measure,present,tu
misura,misurare,verb_form,A2,to measure,present,lui/lei
misuriamo,misurare,verb_form,A2,to measure,present,noi
misurate,misurare,verb_form,A2,to measure,present,voi
misurano,misurare,verb_form,A2,to measure,present,loro
misuravo,misurare,verb_form,A2,to measure,imperfect,io
misuravi,misurare,verb_form,A2,to measure,imperfect,tu
misurava,misurare,verb_form,A2,to measure,imperfect,lui/lei
misuravamo,misurare,verb_form,A2,to measure,imperfect,noi
misuravate,misurare,verb_form,A2,to measure,imperfect,voi
misuravano,misurare,verb_form,A2,to measure,imperfect,loro
misurato,misurare,verb_form,A2,to measure,past_participle,
misurando,misurare,verb_form,A2,to measure,gerund,
misurerò,misurare,verb_form,A2,to measure,future,io
misurerai,misurare,verb_form,A2,to measure,future,tu
misurerà,misurare,verb_form,A2,to measure,future,lui/lei
misureremo,misurare,verb_form,A2,to measure,future,noi
misurerete,misurare,verb_form,A2,to measure,future,voi
misureranno,misurare,verb_form,A2,to measure,future,loro
misurerei,misurare,verb_form,A2,to measure,conditional,io
misureresti,misurare,verb_form,A2,to measure,conditional,tu
misurerebbe,misurare,verb_form,A2,to measure,conditional,lui/lei
misureremmo,misurare,verb_form,A2,to measure,conditional,noi
misurereste,misurare,verb_form,A2,to measure,conditional,voi
misurerebbero,misurare,verb_form,A2,to measure,conditional,loro
valutare,valutare,verb_form,A2,to evaluate,infinitive,
valuto,valutare,verb_form,A2,to evaluate,present,io
valuti,valutare,verb_form,A2,to evaluate,present,tu
valuta,valutare,verb_form,A2,to evaluate,present,lui/lei
valutiamo,valutare,verb_form,A2,to evaluate,present,noi
valutate,valutare,verb_form,A2,to evaluate,present,voi
valutano,valutare,verb_form,A2,to evaluate,present,loro
valutavo,valutare,verb_form,A2,to evaluate,imperfect,io
valutavi,valutare,verb_form,A2,to evaluate,imperfect,tu
valutava,valutare,verb_form,A2,to evaluate,imperfect,lui/lei
valutavamo,valutare,verb_form,A2,to evaluate,imperfect,noi
valutavate,valutare,verb_form,A2,to evaluate,imperfect,voi
valutavano,valutare,verb_form,A2,to evaluate,imperfect,loro
valutato,valutare,verb_form,A2,to evaluate,past_participle,
valutando,valutare,verb_form,A2,to evaluate,gerund,
valuterò,valutare,verb_form,A2,to evaluate,future,io
valuterai,valutare,verb_form,A2,to evaluate,future,tu
valuterà,valutare,verb_form,A2,to evaluate,future,lui/lei
valuteremo,valutare,verb_form,A2,to evaluate,future,noi
valuterete,valutare,verb_form,A2,to evaluate,future,voi
valuteranno,valutare,verb_form,A2,to evaluate,future,loro
valuterei,valutare,verb_form,A2,to evaluate,conditional,io
valuteresti,valutare,verb_form,A2,to evaluate,conditional,tu
valuterebbe,valutare,verb_form,A2,to evaluate,conditional,lui/lei
valuteremmo,valutare,verb_form,A2,to evaluate,conditional,noi
valutereste,valutare,verb_form,A2,to evaluate,conditional,voi
valuterebbero,valutare,verb_form,A2,to evaluate,conditional,loro
analizzare,analizzare,verb_form,A2,to analyze,infinitive,
analizzo,analizzare,verb_form,A2,to analyze,present,io
analizzi,analizzare,verb_form,A2,to analyze,present,tu
analizza,analizzare,verb_form,A2,to analyze,present,lui/lei
analizziamo,analizzare,verb_form,A2,to analyze,present,noi
analizzate,analizzare,verb_form,A2,to analyze,present,voi
analizzano,analizzare,verb_form,A2,to analyze,present,loro
analizzavo,analizzare,verb_form,A2,to analyze,imperfect,io
analizzavi,analizzare,verb_form,A2,to analyze,imperfect,tu
analizzava,analizzare,verb_form,A2,to analyze,imperfect,lui/lei
analizzavamo,analizzare,verb_form,A2,to analyze,imperfect,noi
analizzavate,analizzare,verb_form,A2,to analyze,imperfect,voi
analizzavano,analizzare,verb_form,A2,to analyze,imperfect,loro
analizzato,analizzare,verb_form,A2,to analyze,past_participle,
analizzando,analizzare,verb_form,A2,to analyze,gerund,
analizzerò,analizzare,verb_form,A2,to analyze,future,io
analizzerai,analizzare,verb_form,A2,to analyze,future,tu
analizzerà,analizzare,verb_form,A2,to analyze,future,lui/lei
analizzeremo,analizzare,verb_form,A2,to analyze,future,noi
analizzerete,analizzare,verb_form,A2,to analyze,future,voi
analizzeranno,analizzare,verb_form,A2,to analyze,future,loro
analizzerei,analizzare,verb_form,A2,to analyze,conditional,io
analizzeresti,analizzare,verb_form,A2,to analyze,conditional,tu
analizzerebbe,analizzare,verb_form,A2,to analyze,conditional,lui/lei
analizzeremmo,analizzare,verb_form,A2,to analyze,conditional,noi
analizzereste,analizzare,verb_form,A2,to analyze,conditional,voi
analizzerebbero,analizzare,verb_form,A2,to analyze,conditional,loro
confrontare,confrontare,verb_form,A2,to compare,infinitive,
confronto,confrontare,verb_form,A2,to compare,present,io
confronti,confrontare,verb_form,A2,to compare,present,tu
confronta,confrontare,verb_form,A2,to compare,present,lui/lei
confrontiamo,confrontare,verb_form,A2,to compare,present,noi
confrontate,confrontare,verb_form,A2,to compare,present,voi
confrontano,confrontare,verb_form,A2,to compare,present,loro
confrontavo,confrontare,verb_form,A2,to compare,imperfect,io
confrontavi,confrontare,verb_form,A2,to compare,imperfect,tu
confrontava,confrontare,verb_form,A2,to compare,imperfect,lui/lei
confrontavamo,confrontare,verb_form,A2,to compare,imperfect,noi
confrontavate,confrontare,verb_form,A2,to compare,imperfect,voi
confrontavano,confrontare,verb_form,A2,to compare,imperfect,loro
confrontato,confrontare,verb_form,A2,to compare,past_participle,
confrontando,confrontare,verb_form,A2,to compare,gerund,
confronterò,confrontare,verb_form,A2,to compare,future,io
confronterai,confrontare,verb_form,A2,to compare,future,tu
confronterà,confrontare,verb_form,A2,to compare,future,lui/lei
confronteremo,confrontare,verb_form,A2,to compare,future,noi
confronterete,confrontare,verb_form,A2,to compare,future,voi
confronteranno,confrontare,verb_form,A2,to compare,future,loro
confronterei,confrontare,verb_form,A2,to compare,conditional,io
confronteresti,confrontare,verb_form,A2,to compare,conditional,tu
confronterebbe,confrontare,verb_form,A2,to compare,conditional,lui/lei
confronteremmo,confrontare,verb_form,A2,to compare,conditional,noi
confrontereste,confrontare,verb_form,A2,to compare,conditional,voi
confronterebbero,confrontare,verb_form,A2,to compare,conditional,loro
aumentare,aumentare,verb_form,C1,to increase,infinitive,
aumento,aumentare,verb_form,C1,to increase,present,io
aumenti,aumentare,verb_form,C1,to increase,present,tu
aumenta,aumentare,verb_form,C1,to increase,present,lui/lei
aumentiamo,aumentare,verb_form,C1,to increase,present,noi
aumentate,aumentare,verb_form,C1,to increase,present,voi
aumentano,aumentare,verb_form,C1,to increase,present,loro
aumentavo,aumentare,verb_form,C1,to increase,imperfect,io
aumentavi,aumentare,verb_form,C1,to increase,imperfect,tu
aumentava,aumentare,verb_form,C1,to increase,imperfect,lui/lei
aumentavamo,aumentare,verb_form,C1,to increase,imperfect,noi
aumentavate,aumentare,verb_form,C1,to increase,imperfect,voi
aumentavano,aumentare,verb_form,C1,to increase,imperfect,loro
aumentato,aumentare,verb_form,C1,to increase,past_participle,
aumentando,aumentare,verb_form,C1,to increase,gerund,
aumenterò,aumentare,verb_form,C1,to increase,future,io
aumenterai,aumentare,verb_form,C1,to increase,future,tu
aumenterà,aumentare,verb_form,C1,to increase,future,lui/lei
aumenteremo,aumentare,verb_form,C1,to increase,future,noi
aumenterete,aumentare,verb_form,C1,to increase,future,voi
aumenteranno,aumentare,verb_form,C1,to increase,future,loro
aumenterei,aumentare,verb_form,C1,to increase,conditional,io
aumenteresti,aumentare,verb_form,C1,to increase,conditional,tu
aumenterebbe,aumentare,verb_form,C1,to increase,conditional,lui/lei
aumenteremmo,aumentare,verb_form,C1,to increase,conditional,noi
aumentereste,aumentare,verb_form,C1,to increase,conditional,voi
aumenterebbero,aumentare,verb_form,C1,to increase,conditional,loro
ridurre,ridurre,verb_form,C1,to reduce,infinitive,
migliorare,migliorare,verb_form,C1,to improve,infinitive,
miglioro,migliorare,verb_form,C1,to improve,present,io
migliori,migliorare,verb_form,C1,to improve,present,tu
migliora,migliorare,verb_form,C1,to improve,present,lui/lei
miglioriamo,migliorare,verb_form,C1,to improve,present,noi
migliorate,migliorare,verb_form,C1,to improve,present,voi
migliorano,migliorare,verb_form,C1,to improve,present,loro
miglioravo,migliorare,verb_form,C1,to improve,imperfect,io
miglioravi,migliorare,verb_form,C1,to improve,imperfect,tu
migliorava,migliorare,verb_form,C1,to improve,imperfect,lui/lei
miglioravamo,migliorare,verb_form,C1,to improve,imperfect,noi
miglioravate,migliorare,verb_form,C1,to improve,imperfect,voi
miglioravano,migliorare,verb_form,C1,to improve,imperfect,loro
migliorato,migliorare,verb_form,C1,to improve,past_participle,
migliorando,migliorare,verb_form,C1,to improve,gerund,
migliorerò,migliorare,verb_form,C1,to improve,future,io
migliorerai,migliorare,verb_form,C1,to improve,future,tu
migliorerà,migliorare,verb_form,C1,to improve,future,lui/lei
miglioreremo,migliorare,verb_form,C1,to improve,future,noi
migliorerete,migliorare,verb_form,C1,to improve,future,voi
